texto,classificacao
"Sr. Presidente, primeiro, para deixar bem claro por que o Sr. George Washington está aqui. Ele colocou uma bomba, foi quem criou uma bomba e a colocou, junto com outros dois elementos, num caminhão de combustível para explodir lá no Aeroporto de Brasília. E qual era o objetivo? Segundo o próprio George Washington - e eu vou já perguntar para ele -, era criar um caos no país, para que, a partir do caos, tivesse uma decretação de estado de sítio, uma intervenção federal, e isso impedisse a posse do Presidente Lula. Foi uma tentativa de golpe de Estado fracassada. Quando fracassou a primeira tentativa de golpe, no dia 24 de dezembro, aconteceu a segunda tentativa de golpe, no dia 8 de janeiro. Então, dizer que um ato não está relacionado com o outro é um equívoco, e, mais do que isso, Sr. George Washington, eu tenho um entendimento. Eu queria que o senhor falasse, porque o senhor tem a chance de se defender para o Brasil inteiro: defender-se do que o senhor fez, se o senhor tem convicção, por que o senhor fez, com quem o senhor fez. Saiba que tem outros criminosos que estão foragidos e que o senhor podia ajudar a encontrá-los, porque... Sabe o que está acontecendo? O senhor já foi abandonado. Os seus, que o senhor vivia defendendo para cima e para baixo, o abandonaram. O bolsonarismo já o abandonou, como abandonou outros: Daniel Silveira, Roberto Jefferson, Waldir Ferraz, Queiroz, e agora o senhor já foi abandonado. Aqui o que usaram de expressão do senhor é dizendo, inclusive, que o senhor não está na sua sanidade mental, para dizer que foi um ato isolado, que não tinha motivação política e que o senhor tem que ser condenado mesmo. O senhor já foi condenado, em primeiro grau, com mais de nove anos em regime fechado, e a tendência é aumentar porque há recurso. Repito: o que nós queremos é essa apuração. E não venha dizer: ""Não, foi um ato isolado"". Eu vejo o senhor, eu olho os seus depoimentos, perdoe-me a expressão - e é política, é minha opinião pessoal, e a isso eu tenho direito durante a inquirição -: o senhor tem a cara do bolsonarismo. Todos nós conhecemos várias pessoas que nem o senhor, que é muito valente e, quando chega aqui, fica caladinho, querendo fugir para não ter que responder, que usa o nome de Deus em vão. Na sua carta, o senhor fala que ""o que Deus deseja está no coração"" e, logo depois, bota uma bomba no Aeroporto de Brasília! Tem a cara também porque foi incompetente, fracassou - graças a Deus, aqui, sim, usado da forma devida -, salvando muitas vidas. É também a cara do bolsonarismo porque ia lá no acampamento articular como dar um golpe de Estado. E aí eu tenho que lhe perguntar: qual era o seu objetivo quando o senhor fabricou uma bomba e, junto com outros dois, colocou-a num caminhão de combustível lá no Aeroporto de Brasília?",1
"Não, não. Eu peço que o senhor responda.",1
Eu quero que o senhor responda.,1
"Tudo bem, o senhor tem direito a falar antes, tem direito a falar do que quiser, mas agora eu estou lhe perguntando: qual foi o objetivo de colocar uma bomba num caminhão de combustível?",1
"Tudo bem, o senhor permanece calado.",1
"Eu agradeço, Sr. Presidente. Ele tem o direito de se manter calado, inclusive, eu sou contra a flexibilização do direito ao silêncio. Para mim, se há um precedente do Supremo, eu, pessoalmente, discordo. À advogada quero, inclusive, parabenizar pela sua atuação profissional, que em nada se confunde com o seu cliente. Mas ainda que o senhor não responda, Sr. George Washington, aqui tem outros momentos em que o senhor já falou: ""O que me motivou a adquirir tantas armas foram as palavras do Presidente Bolsonaro, que sempre enfatizava a importância do armamento civil, dizendo o seguinte: 'um povo armado jamais será escravizado'. A minha ida até Brasília tinha como propósito participar dos protestos que ocorriam em frente ao QG e aguardar o acionamento das Forças Armadas para pegar em armas e derrubar o comunismo"". O senhor já disse também: ""Eu resolvi elaborar um plano com manifestantes do QG do Exército para provocar a intervenção das Forças Armadas e decretar o estado de sítio para impedir a instauração do comunismo no Brasil"". Por mais que o senhor fique calado agora, mas o senhor já falou antes, e o Brasil todo sabe disso. Mas vou além. Tenho uma próxima pergunta para o senhor: quem financiou a compra das armas e sua estadia em Brasília?",1
"Diante do seu silêncio, que é constitucional, e isso não pode fazer um prejulgamento de culpa, mas isso dá a todos nós o dever até de pedir, na próxima sessão, na próxima reunião deliberativa, a quebra do sigilo bancário, a quebra do sigilo não apenas do senhor, mas das empresas também do seu tio, da empresa de postos de combustíveis das suas primas, que era justamente de onde o senhor era funcionário. Isso porque nós suspeitamos que o financiamento de todos os atos golpistas não saía das pessoas físicas. A sua chance de responder era justamente para a gente trazer luz. Não trouxe. Tudo bem! Mas tem outros elementos à disposição da Comissão para a gente ir atrás. E eu estou informando ao senhor: por conta desse silêncio é que nós faremos a quebra do sigilo, porque nós vamos atrás dessa informação. Nós queremos saber quem financiou. Tenho mais uma pergunta a V. Sa. e já me encaminho pro fim. Eu queria saber como foi o diálogo dentro do acampamento para poder combinar a bomba.",1
"Mesmo o senhor não respondendo, fica o país inteiro se perguntando como é que, num acampamento em que alguns querem fazer crer que só tinham pessoas de bem e velhinhas, havia um diálogo para colocar uma bomba e uma discussão: ""Bota a bomba em Taguatinga""; ""Não, bota a bomba no aeroporto""; ""Ei, eu vou botar a bomba perto da entrada"". E alguém diz, suspeito que foi o senhor - não tenho prova para isso -: ""Não, perto da entrada, não; bora botar é perto de um caminhão de combustível"". Afinal de contas, o senhor é gerente de posto de combustível, ou era, antes de se destacar e vir pra cá. E é justamente isso que eu quero entender, esse ambiente de normalidade do acampamento, onde o senhor dizia: ""Eu trouxe armas para fornecer para mais pessoas que desejarem pegar em armas"". É isso que precisa ser esclarecido: qual era o papel do acampamento onde esse tipo de diálogo acontecia? Não são pessoas de bem, não podem usar o nome de Deus em vão, não podem dizer que isso é por questões da família acima de tudo, não têm como dizer que isso é questão político-partidária. Isso é tentativa de golpe de estado! Até a data em que aconteceu, dia 24 de dezembro, na véspera do Natal, acelerou porque queria que fosse antes da posse do Presidente Lula. O objetivo, no final das contas, era criar uma espécie de impedimento para que o Presidente Lula pudesse tomar posse. E é isso que nós estamos apurando. O senhor participou, não sozinho, da primeira tentativa de golpe no dia 24 de dezembro. Eu até acho que, no dia 12, foi só um ensaio. Minha impressão. Invasão à sede da Polícia Federal, queimando ônibus, bomba em todo canto em Brasília.       17:20   R   Eu estava aqui no dia, que foi o dia da diplomação. Queriam criar um problema, porque a diplomação era a legitimação da eleição do Presidente Lula. Tenta depois, uma semana antes da posse, no dia 24 de dezembro, período inclusive em que era mais movimentado o aeroporto de Brasília. A outra tentativa de golpe seria no dia 1º de janeiro, Deputada Laura. Sabe por que não foi? Porque a posse do Presidente Lula foi popular e democrática. O povo tomou as ruas e eles se intimidaram. Marcaram para o final de semana subsequente, suponho. E é isso que nós vamos investigar. Eu queria, sinceramente, Sr. George Washington, que o senhor ajudasse, pelo menos, a gente a prender as outras pessoas que participaram desse planejamento da bomba. O próprio delegado falou: ""Tem inquérito; está tendo diligência; outras pessoas vão ser presas."" Se estiverem assistindo, saibam que a polícia civil está investigando e nós também vamos investigar. O Presidente já pediu cópia do inquérito naquilo que não atrapalha a diligência. Quem era a mulher? Quem é que forneceu a Ranger branca? Quem era que queria botar lá em Taguatinga? Quem foi que deu, o fornecedor? Quantas pessoas participavam das decisões de onde colocar a bomba? Isso tudo merece ser investigado, para que justamente atos como esse não se repitam. Mas encerro... (Soa a campainha.)",1
"... lembrando ao senhor: muito cuidado, o senhor foi o primeiro abandonado. Tentaram aqui, inclusive, dizer: ""Olha, a sua resposta pode influenciar no processo das outras pessoas"". Querem usar o senhor de bode expiatório? Querem colocar toda a culpa do mundo apenas no senhor? Dizer que foi um ato isolado? Nós sabemos das suas relações com o Presidente Bolsonaro - políticas, não são pessoais. A gente sabe que o senhor nem teve acesso a ele, mas tentou de todas as formas. Preparou uma carta, dizia que ele era uma inspiração para o senhor. Disse que comprou arma por causa dele, e infelizmente... Perdão! E, graças a Deus, não conseguiu chegar até o final. Mas, insisto, essa era a oportunidade de o senhor se defender perante o Brasil inteiro. Nós da CPI temos outros instrumentos e nem mesmo o seu silêncio irá atrapalhar o andamento das investigações.",1
"Sr. Presidente Arthur Maia, Senador Magno Malta, vou diretamente aqui às perguntas ao Sr. George Washington. George Washington, informações divulgadas pela imprensa e constantes do inquérito policial e da sentença condenatória proferida pelo Juiz Osvaldo Tovani, da 8ª Vara Criminal de Brasília, dão conta de que o senhor foi preso em um apartamento localizado no bairro Sudoeste desta capital e em seu poder foi encontrado o seguinte arsenal: um fuzil AR-10; duas espingardas calibre 12; 30 cartelas de munição 357 Magnum; 39 cartelas de munição 9mm, contendo 10 munições intactas; e duas caixas contendo 50 munições de 9mm. Tal armamento foi orçado em mais de R$160 mil. Considerando as despesas da viagem do Pará ao Distrito Federal, o aluguel do imóvel, o valor do arsenal e os custos para aqui se manter, lhe pergunto: quanto o senhor estima ter gastado no total?",1
Tais valores são compatíveis com a sua renda?,1
Investigações demonstraram que o senhor acumula dívidas consideráveis. Novamente indago: sua renda é suficiente para arcar com estes custos que citei?,1
"Além disso, consta que seus familiares permaneceram na sua cidade de origem. Quem pagou ou tem pagado as despesas de sua casa?",1
"O senhor contou ou tem contado com ajuda financeira de empresas, em especial, transportadoras, familiares ou outras pessoas físicas?",1
O site O Antagonista confirmou que o senhor manteve uma agenda com um Parlamentar cerca de um mês antes da tentativa de explodir um caminhão com 63 mil litros de querosene de aviação no aeroporto de Brasília. Quem é este Parlamentar e qual é foi a pauta do encontro?,1
O senhor mantém contato ou foi apoiado por este ou outros Parlamentares antes e depois de ser preso?,1
"O site De Olho nos Ruralistas identificou que o senhor, ao ser preso, fez questão de ligar para duas pessoas. É significativo que não se tratasse de um membro familiar ou de um advogado. Assim, lhe pergunto: quem são nomeadamente essas pessoas e qual a sua ligação com elas?",1
Por qual motivo específico após a sua prisão em flagrante o senhor priorizou o contato com tais pessoas?,1
Qual é o teor dessas conversas? O senhor ouviu dessas pessoas algum aconselhamento específico?,1
O senhor se considera um homem de negócios bem sucedido com sua empresa de gás no Pará?,1
"O senhor tem uma estrutura familiar com esposa filhos, não é isso? Certo?",1
Tem filhos?,1
"E qual o seu propósito, qual o seu...",1
À vontade.,1
"Esse é o momento de poder esclarecer isso. Por que fez isso, então? (Intervenções fora do microfone.)       17:28   R",0
"Pois é, e eu queria lhe perguntar se o senhor chegou a pensar no seu filho, na sua família, quando fez isso.",1
Sou eu.,1
"Obrigada, Presidente. Continue, por gentileza.",1
E como o senhor conseguiu identificar esses infiltrados?,1
E as Forças Armadas estavam nesse acampamento?,1
E como eles souberam quem eram esses infiltrados?,1
Quem participou dessa investigação?,1
"Agora eu lhe pergunto: qual era o seu propósito, quais eram os seus interesses ao deixar a cidade, a sua cidade de Xinguara, e vir para Brasília?",1
"Em depoimentos anteriores, o senhor declarou que as armas se destinavam a CACs. Quanto aos explosivos, o senhor já tinha em mente produzir uma bomba ou a ideia surgiu posteriormente, quando já participava do acampamento próximo ao Comando Militar do Planalto?",1
"E aí eu lhe pergunto: se o senhor não tivesse sido infiltrado, o senhor tinha explodido essa bomba?",1
"Ao alugar apartamento em Brasília, por que e por quanto tempo o senhor pretendia aqui permanecer?",1
"Antes do episódio da bomba, qual era a sua rotina em Brasília, particularmente no acampamento próximo ao quartel do Exército?",1
Com quem passou a conversar no acampamento e na cidade?,1
De que manifestações e atos de protestos o senhor participou nesse período?,1
"Sobre a confecção da bomba, esclareça-nos com quem o senhor conversava, em que circunstâncias e quais foram as participações do senhor e dos demais integrantes desse grupo?       17:32   R",1
"Segundo consta no noticiário, o senhor teria divergido do Sr. Alan dos Santos acerca do local em que a bomba deveria ser detonada. O senhor pretendia colocar a bomba em área de distribuição elétrica da capital? Confere?",1
Mas faria isso em outro local?,1
"Por que, então, o artefato foi colocado num caminhão carregado de combustível, localizado nas proximidades do Aeroporto Internacional de Brasília?",1
Quais as razões para não ter ocorrido a explosão da bomba? Faltou conhecimento técnico da parte de quem atuou com o senhor?,1
"Se não colocasse no tanque, colocaria onde?",1
"Presidente, são somente essas as minhas perguntas. Obrigada.",1
"Sr. George, o senhor foi condenado - condenado - a nove anos e quatro meses. O senhor tem pouco mais de nove minutos para honrar a memória da sua esposa, para honrar a memória dos seus filhos. O senhor acabou de falar que tem um filho com necessidades especiais. Eu também tenho. E absolutamente em tudo o que eu faço na minha vida, inclusive o que estou fazendo agora, eu penso no meu filho. O que ele vai pensar sobre mim daqui a cinco ou dez anos? O senhor tem hoje uma oportunidade, porque o senhor é réu confesso. O senhor preparou um dispositivo explosivo, colocou próximo de um caminhão, com o tanque cheio de combustível, nas proximidades de um aeroporto, colocando em risco a vida de milhares de pessoas. Talvez nessa oportunidade, pela paixão pelo seu mito, por aquilo em que você acredita, você se esqueceu da sua família, você se esqueceu dos seus filhos. O senhor tem nove minutos para dizer a verdade. Eu não acho justo que o senhor responda sozinho por um crime que não foi planejado individualmente.       17:36   R   Então, eu lhe pergunto: o senhor agiu por conta própria?",1
O senhor não vai responder?,1
"De onde partiu a ideia, de onde partiu o planejamento? O senhor acabou de falar que dentro dos acampamentos os militares monitoravam a entrada e saída de pessoas e identificaram infiltrados? O senhor era um desses infiltrados?",1
O senhor se considera um patriota?,1
Uma pergunta simples.,1
O senhor se considera um patriota ou não?,1
Considera-se um patriota. A sua postura de tentar explodir uma bomba é uma postura digna de um patriota?,1
"O senhor defende o porte de armas, o senhor gosta de armas, utiliza armas?",1
E o senhor sabe que a sua conduta colocou em risco a vida de várias pessoas?,1
"Com a bomba, com explosivo.",1
"O senhor tinha R$170 mil em armas, com um salário de R$5 mil. Quem bancou a conta?",1
"O senhor se hospedou em um hotel em Brasília, aqui, na zona sul. Quem pagou a conta?",1
"Depois do hotel, contratou um aparte, alugou um apartamento com garagem. Quem financiou?",1
O senhor acha que nesse momento sua família está orgulhosa da sua conduta? Estou lhe perguntando.,1
O senhor acha que a sua família tem orgulho da sua conduta?,1
"Sr. Presidente, diante desse silêncio covarde do Sr. George, porque é isso que o senhor é, covarde, medíocre, utiliza a imagem do seu filho aqui...",1
... para tentar sensibilizar as pessoas.,1
"Muito obrigado, Sr. Presidente. O senhor é covarde, medíocre, usou a imagem de uma criança com necessidades especiais para tentar sensibilizar as pessoas. Seu covarde! O senhor poderia ter matado crianças com deficiência, poderia ter matado pessoas inocentes. Por sorte, graças a Deus, você é incompetente até para a prática de um crime. E eu estou lhe dando uma oportunidade. A democracia que você atentou contra está lhe dando oportunidade de falar, de dizer quem são seus comparsas. O senhor cala porque tem rabo preso, fica calado para proteger quem lhe financiou, quem lhe financia, quem deve estar bancando a sua família. O senhor está distante do seu filho, e a sua covardia vai mantê-lo distante ainda mais tempo. O senhor não está pensando no seu filho, o senhor não está pensando nas necessidades especais do seu filho, não está pensando na sua família, porque o senhor é covarde. E eu lhe pergunto: o Presidente que você defende afirmava aos quatro cantos deste país que bandido bom é bandido morto. Agora, que está olhando o sol nascer quadrado lá da Papuda, o senhor continua concordando com o seu Presidente, com o seu mito ou mudou de opinião?",1
"Vai ficar calado por muito tempo na cadeia, porque é isso que o senhor merece, seu covarde, seu bandido, seu condenado. Sr. Presidente, é o suficiente, porque é impossível tolerar a mediocridade, a covardia de um homem frouxo como esse.",1
"Sr. Presidente, Sr. Presidente...",0
"Obrigado, Presidente. Apenas um apelo que eu faria, não só a V. Exa., mas a esta Comissão, com muito respeito, pois sabe do respeito que tenho por V. Exa., do carinho que tenho por V. Exa., da admiração que tenho, da amizade, posso dizer assim.       17:40   R   E, no calor dos trabalhos de uma Comissão Parlamentar de Inquérito - isso aconteceu na CPI passada também -, às vezes, a figura do advogado é confundida com a figura de quem ele representa. E eu pediria essa cautela, porque o advogado é uma figura fundamental em qualquer processo. Então, o trato com a figura do advogado há que ser distinto do trato que se dá à figura de quem é acusado ou mesmo daqueles que estão na figura de testemunha. Apenas esse sublinhado, sei que V. Exa. é uma pessoa absolutamente compreensível, porque, no passado, nós tivemos um ambiente absolutamente desagradável com os advogados que acompanhavam os seus constituidores aqui. Apenas nesse aspecto.",0
"Sr. Presidente, nesse contexto aqui, de um silêncio majoritário do depoente, eu quero, primeiro, afirmar aqui algo que muitos aqui têm tentado o dia inteiro desfazer, que é a relação absolutamente clara entre o dia 12, o dia 24 e o dia 8 de janeiro, até porque todas essas datas têm um único objetivo: tentar questionar a validade da eleição, tentar criar uma possibilidade de caos no país e tentar inviabilizar a posse e o início do Governo que foi eleito democraticamente nas urnas. E essa é a investigação e essa é a apuração que nós fazemos nesta Comissão Parlamentar de Inquérito. O senhor é um réu confesso. Está condenado, inclusive, por isso. O senhor foi preso seis horas depois do crime cometido, nas proximidades do aeroporto de Brasília. E nós temos o seu depoimento, nós temos o seu depoimento, não adianta o senhor se calar aqui, está tudo escrito, inclusive quando o senhor diz exatamente o que já foi lido aqui, e eu faço questão de ler de novo: que o objetivo ""era cometer infrações penais que pudessem causar comoção social a fim de que houvesse intervenção militar e decretação de estado de sítio"". O senhor sabe o que é um estado de sítio?",1
Eu estou perguntando se o senhor sabe o que é um estado de sítio.,1
"A sua inspiração... é mais um infiltrado no acampamento, então. (Risos.) É um infiltrado no acampamento, não é? É um infiltrado no acampamento. E o senhor sabe o que é um estado de sítio?",1
"Tá. O senhor disse também que trazer as armas, distribuir os armamentos a indivíduos dispostos a usá-las...",1
... no cumprimento... Eu não perguntei ainda. Eu estou lendo. O senhor pode aguardar?,1
Que o objetivo de trazer as armas era distribuir aos indivíduos... (Soa a campainha.),1
"... para usá-las no cumprimento do seu intuito - novamente dizendo - de fazer, garantir distúrbios sociais e evitar a propagação do que o senhor denomina como comunismo. O senhor foi encontrado na sua caminhonete com a caminhonete cheia de armas no dia da bomba. O senhor, por acaso, queria fugir?",1
Foi o senhor que acionou a bomba de longe com controle remoto?,1
"O senhor sabe onde o Sr. Wellington, que fugiu depois do evento da bomba?",1
Não sabe onde está o Sr. Wellington?,1
"E o Sr. Alan, o senhor conheceu onde?",1
Mas foi ele que... foi a ele que o senhor entregou a bomba?,1
O senhor conhece quem era o Presidente do Proarmas?,1
Mas não era ao Proarmas que o senhor iria pedir ajuda caso interrompessem o carro na estrada?,1
"O senhor sabe que o senhor é um terrorista, não sabe?  O senhor é um terrorista.",1
Mas o senhor é. Colocar...,1
"Não, não é.",1
"O senhor não se considera, mas...",1
"... o senhor é um terrorista. O senhor é um terrorista porque, além de estar dentro da lei do terrorismo, o senhor ia colocar em risco a vida, a integridade da vida das pessoas e o patrimônio público. O senhor ia colocar em risco a vida, provavelmente, de centenas de pessoas. O senhor é um terrorista. Além disso, o senhor cometeu vários crimes que estão no Código Penal. O senhor não sente nenhum arrependimento do que fez?",1
"Eu sei pelo que o senhor está condenado, mas o seu processo está desmembrado, e essas outras, esses outros processos ainda são sobre o senhor e estão em outra instância. O que eu lhe pergunto é se o senhor está arrependido do que fez.",1
"Mas nem do arrependimento o senhor é capaz de falar! Então, a coisa é mais grave do que eu imaginava. Sr. George Washington, o senhor conhecer o Sr. Ricardo Pereira da Cunha? Qual é a relação que o senhor tem com ele?",1
E o Sr. Bento Carlos Liebl?,1
Marcos Pollon.,1
"Dentro do Congresso Nacional, o senhor já fez reunião com alguém aqui?",1
Não participou de nenhuma audiência pública aqui?,1
"Então, não tem como negar, não é? E quem é que fez o convite ao senhor para vir para essa audiência pública?",1
"O senhor também não tem como dizer, não é? É, porque, para entrar aqui para uma audiência pública, tem que ter algum tipo de possibilidade de entrar no Senado Federal para participar de uma audiência pública. O senhor lembra se tinha mais alguém que participou desse crime dentro dessa audiência pública?",1
"O senhor acabou de admitir que entrava nos acampamentos, coisa em que, antes, o senhor tinha permanecido calado; agora o senhor disse. Como é que o senhor enxergou nesses acampamentos a possibilidade dos infiltrados?",1
Mas o senhor frequentava os acampamentos.,1
Frequentou. Muitas vezes?,1
"Muitas vezes. Essa é uma boa resposta, inclusive. Nem esperava que ele respondesse essa, Presidente, olha... Essa é uma boa resposta, gostei.",1
"É, muitas vezes... Essa foi boa. E, no dia 12, o senhor participou das manifestações?",1
"Uma pergunta que não posso deixar de fazer: a carta, o senhor a escreveu de fato, a que estava no seu celular?",1
"Até onde a gente sabe, não foi encaminhada, não é? Mas era uma carta de... era uma verdadeira declaração de amor ao Presidente Bolsonaro. Eu pergunto: o Bolsonaro é uma referência política para o senhor?",1
"Poxa, mas... Declarou voto no Lula e não consegue declarar no Bolsonaro? Aí é um negócio incrível.",1
Persuasão...,1
"É, a minha persuasão agora acho que não valeu, não. Outra coisa, uma pergunta: o explosivo foi feito no acampamento ou no seu apartamento?",1
"Por fim, já que meu tempo aqui está acabando, quero dizer apenas o seguinte - já que as perguntas, certamente, as próximas, não seriam respondidas de fato -, dizer o seguinte, Sr. George Washington: o senhor participou de um dos crimes mais violentos que a gente já viu acontecer neste país, que foi colocar bomba... Se o senhor discordar, dizendo ser num caminhão de combustível, isso, a essa altura... para nós aqui o que importa é que o senhor participou de um crime hediondo aqui. Se o senhor queria botar numa torre de energia, dentro do aeroporto, num caminhão de combustível, isso aí a investigação é que vai demonstrar. O importante é que o senhor provavelmente foi quem produziu esse artefato; foi quem, não sei se num câmbio paralelo... (Soa a campainha.)",1
"... comprou esses explosivos; e foi o senhor quem articulou junto com os outros. Agora saiba, e eu vou repetir aqui: o senhor está sozinho nesse negócio. Porque mesmo daqueles que defendem as mesmas ideias que o senhor, tudo que eu ouvi aqui hoje, o dia inteiro, foi todo mundo considerando o senhor um criminoso. O Sr. Bolsonaro já tinha fugido para os EUA, abandonou todo mundo aqui; os bolsonaristas que estão nesta Comissão também, todo mundo considerou o senhor um criminoso; o Sr. Wellington fugiu, e ninguém está com o senhor mais. Acho bom que o senhor se aprume e comece a contar as coisas, porque certamente o senhor vai pagar por isso sozinho. Obrigada, Presidente.",1
"Obrigado, Presidente. Sr. George Washington, como é que é essa história dos infiltrados lá no acampamento? Tinha infiltrado lá?",1
Mas o senhor disse que tinha infiltrado.,1
"Então eu vou dizer o que o senhor disse no depoimento: ""Durante o período em que frequentei o acampamento montado em frente ao QG do Exército..."" - vou repetir - ""durante o período em que frequentei..."" - isso é o senhor dando o depoimento. Foi sob tortura o seu depoimento?       17:52   R",1
"Pois bem. Durante o período em que frequentei o acampamento montado em frente ao QG do Exército, eu percebi que havia vários petistas infiltrados entre os ambulantes, que passaram a envenenar os alimentos vendidos aos bolsonaristas. Mas o senhor votou no Lula. O senhor votou no Lula?",1
Votou?,1
"Ah, não dessa vez. Dessa vez o senhor votou em quem?",1
"Ah, sim, o senhor é muito engraçado... Eu vou dizer em quem o senhor votou: votou nesse para quem o senhor escreveu uma carta de amor político. O senhor escreveu ao Presidente Bolsonaro: Longe de minha família, esposa e filhos e negócios, mas jamais desistirei de nossa pátria. [Olha como o senhor era valente. Agora está esse covarde aí.] O senhor despertou esse espírito em nós, o senhor sabe muito bem disso [Isso é o senhor dizendo ao Bolsonaro.]. Hoje sinto orgulho da nossa Bandeira, da nossa pátria amada Brasil. Olha como o senhor era valente, hein? Agora o senhor está aí covarde, desse jeito, está aí mentindo. Depois o senhor disse: Em quase todos os seus pronunciamentos o senhor falou ""o povo armado jamais será escravizado"". Só saio daqui com a minha família em pé, com a vitória, não me tire essa honra, senhor. E o senhor pedia ao Bolsonaro para que ele solicitasse às Forças Armadas que, diante do caos, fizesse a lei de garantia da ordem e que, aí, o senhor estaria ali para, junto com ele, fazer com que Bolsonaro tomasse o poder, porque as eleições tinham sido fraudadas. Isso o senhor escreve ao Bolsonaro, não é verdade? O senhor era tão valente! Agora, preso como um terrorista, está aí calado e mentindo! Mente para continuar protegendo o Bolsonaro. O senhor realmente é um bolsonarista convicto, fiel, mas está sozinho, porque aqui todos consideraram que o senhor é um terrorista solitário. Ninguém quer dar a mão para o senhor. O senhor está sozinho, viu? Todos aqui te abandonaram, todos os bolsonaristas, todos aqui disseram que o senhor é um solitário, falaram que o senhor é um... Eu vou lembrar o nome. Que o senhor é um tresloucado... Não foi tresloucado, esqueci a palavra que usaram. Ah, aloprado!",1
"Sr. Presidente, questão de ordem.",0
Não dou questão de ordem para ninguém nem quero que me interrompam.,1
Ele está falando...,0
O senhor é um aloprado...,1
"Ele está falando ""todo mundo""...",0
O senhor está dizendo que a pessoa...,1
O professor está falando...,0
Eu não dou a palavra para esse sujeito aí.,1
"Ele não ouviu, ele não ouviu isso de mim...",0
Eu não dou a palavra para esse sujeito!,1
Cale a boca aí...,1
"(Trecho editado nos termos do art. 48, inciso XXXI, e art.19, inciso I, do Regimento Interno.) (Tumulto no recinto.)",0
"Ele está falando ""todo mundo"". Eu não sou todo mundo, e ele não ouviu isso de mim!",0
"Cale a boca! Cale a boca! Fique calado, rapaz! Fique calado e escute! Devolva meu tempo, Presidente, não tem condições... (Interrupção do som.) (Tumulto no recinto.)",1
Inclusive falando palavrão! Vê se pode um negócio desse! Interrompe o outro e ainda vem falar palavrão! Está aí...,1
"Ah, pelo amor de Deus! Interrompe os outros dessa forma...       17:56   R   Então eu diria ao senhor que o senhor era muito valente ao fazer essa pregação toda, mas agora o senhor está sozinho protegendo o Bolsonaro, mentindo, mas sozinho. Aqueles pressupostos que o senhor defendia, que queria a pátria... Aliás, isso aqui é do senhor, no Face, o senhor está lá: George Washington de Oliveira Sousa, ""Pra frente e frontalmente com Deus à frente"". E aqui tem vários elogios ao Presidente Bolsonaro, o senhor fala de pátria. O senhor disse que ia garantir que Bolsonaro ia tomar o poder, e aí o senhor armou essa questão da bomba, falou no caos. O senhor esteve aqui no Senado, isso o senhor já confessou, o senhor esteve aqui no Senado numa audiência pública?",1
"O senhor tinha acabado de dizer que já esteve aqui, já vai permanecer calado. Mas é porque eu queria dizer que o senhor esteve aqui, na época e nesta mesma sala, e aqui foram várias as intervenções que foram feitas naquele momento que questionavam a eleição do Presidente Lula. Eu vou, por exemplo, ler algumas. O Sr. Deputado Gilberto Silva, que estava aqui, por exemplo. Ele disse: ""Já que o Congresso está acovardado [...], o Congresso não cumpre a sua [o]missão constitucional, o povo não acredita mais no Congresso, então tem que ser votado"" - votado - ""o art. 142 para garantia da lei e da ordem"". Isso foi na reunião, era uma reunião pública, cada um podia dizer o que quisesse, nem todos são responsáveis pelo que os outros disseram, mas alguns vieram aqui para dizer de público isso, incentivar a votação do art. 142. Outro, um blogueiro, Bismark Fabio Fugazza, diz: ""Não vamos parar, não vamos retroceder. A tirania do Judiciário no Brasil está com dias contados. E o ladrão não sobe a rampa"". Isso foi a reunião de que o senhor participou aqui. A reunião era impressionante, ela ficou o dia inteiro incentivando e dizendo, vários, que a eleição não valia, que ela tinha sido fraudada e que era preciso reagir e não permitir que as eleições, que o Presidente Lula subisse a rampa. A blogueira Carina Belomé disse: ""Povo que não tem virtude acaba por ser escravo. Nós estamos aqui para assinar a nossa carta pela alforria"". ""Alexandre"", ela dizendo para o Alexandre de Moraes, ""como eu chamo na internet, vulgo Xandoca, o senhor não pode tudo, muito menos o bandido chamado Lula"". O Deputado Rafael Lima Freire, no final, disse que ""Tem valido a pena receber essa energia negativa de milhões e milhões de brasileiros, esse ódio"", que ele achava que era imputado com essas palavras no povo, que ele disse que estava agora querendo que não se desse posse ao Presidente Lula. O Ives Gandra participou também. Isso aqui foi um verdadeiro Big Brother Brasil, aliás, um ""Big Golpe Brasil"", porque eram tantas as falas contra o processo eleitoral, e o senhor aqui. E o senhor disse que conheceu aqui o Alan e que aqui conversou com ele. É verdade isso?",1
"Pois bem, nessa reunião estava de jurista, o Ives Gandra, que participou remotamente, até terrorista, que era o senhor, que estava aqui junto com o Alan. Isso foi 30 de novembro. Depois veio o dia 12, de que o senhor participou também, depois veio o dia 24, de que o senhor participou também. Está falando mal do artefato, mas foi você que montou o artefato. Não foi você que montou o artefato?",1
"Pois bem. Fala mal do próprio artefato. Foi incompetência. Ainda bem que o senhor foi incompetente para montar a bomba. O perito já nos explicou aqui a falha que vocês fizeram na montagem da bomba.       18:00   R   Foi o próprio senhor, como terrorista, que queria lá explodir. O Alan foi que colocou a bomba.",1
"Pois bem. Então, na verdade, este foi um acontecimento aqui na Casa. O senhor veio aqui para assistir a esta reunião. Qual era o seu objetivo de vir aqui?",1
"Foi chamado por aqueles que protestavam contra as eleições, não é isso? O resultado.",1
