fala,situacao
Estão com mandato! Estão com mandato!,0
"E prender! É importante a gente saber isso. Mensalão, petrolão, tudo isso foi demonstrado. A gente não pode ficar agora jogando isso, porque a uma audiência pública chega uma pessoa que senta, ficar colocando coisas, rótulos em quem quer que seja! Muito obrigado, Sr. Presidente.",0
"Sr. Presidente, inicio minha fala cumprimentando, de fato, o Dr. Leonardo, os peritos Renato e Valdir. Sou do Ministério Público há 36 anos e sempre vi na perícia, nos delegados de polícia, grandes parceiros, sempre nos vi no mesmo time, lutando e combatendo a corrupção e os bandidos, mas a excelência e a agilidade desse trabalho de vocês surpreenderam a todos, e muito positivamente. Como disse o colega Duarte, vocês permitiram que vidas fossem salvas e que pessoas, que criminosos fossem presos. Eu vou fazer apenas reflexões com o depoente... perdoe-me, com o nosso Delegado, o Dr. Leonardo, que são reflexões em que eu queria apenas que houvesse ou não a sua concordância, e jamais pediria que emitisse um juízo de valor. É apenas para ver se a minha linha de raciocínio está correta. Primeiro, uma pergunta: em 2013, V. Sa. era Delegado de Polícia do Distrito Federal? Sim. Pergunto isso porque em 2013 nós tivemos uma movimentação, junto aos Poderes, de pessoas aqui muito maior que a do dia 8 de janeiro, e neste momento nenhum prédio público foi invadido. Eu estou correto ao concluir que o planejamento das forças de segurança do Distrito Federal, do Palácio do Governo - e vejam, palácio em que à época estava a Presidente Dilma -, foi uma composição eficiente e que ajudou a evitar essa invasão dos prédios públicos? Eu estou correto em fazer uma análise de que essa comunhão de esforços foi importante para o êxito do dia 13 que ocorreu em 2013, quando ocorreu a manifestação, e não houvesse invasão de prédios públicos?",0
"Perfeito. V. Exa., com base nas perícias e nos estudos que foram feitos pelos peritos que aqui estão, V. Exa... V. Sa. concorda que as condutas dos acusados, alguns já condenados, como no episódio da bomba, são condutas gravíssimas e que estão sendo consideradas na cadeia de investigação da polícia?",0
"V. Exa. concorda que a explosão planejada, caso tivesse ocorrido, com morte de pessoas, é mais um fato gravíssimo que também está sendo estudado pela polícia?",0
"Tentativa, me perdoe.",0
"V. Sa. considera, na cadeia de investigação que está sendo feita, que todos esses fatos têm alguma conexão e está evidenciada, como disse, finalizando, a gravidade desses fatos que antecederam o dia 8?",0
"Inclusive, estavam com tornozeleira eletrônica, em face da gravidade do ocorrido no dia 12.",0
"Então, Sr. Presidente, eu aqui encerro as minhas perguntas e vou para uma conclusão de cunho pessoal, reconheço. Nós tivemos o ataque ao prédio da Polícia Federal; nós tivemos o episódio do atentado à bomba, que poderia ter levado ao óbito centenas de pessoas; nós tivemos o episódio referido aqui, com muita veemência, do dia 25, quando novos explosivos foram encontrados, mas que, graças a Deus, não tinham seus detonadores; e descobrimos aqui, há pouco tempo, que o General G. Dias, indicado pelo Presidente Lula, foi informado - e de fato foi - pela Abin dois dias antes da gravidade dos eventos, e não tomou nenhuma medida e, ao que soubemos depois, ainda suprimiu essas informações do Congresso Nacional e da Procuradoria-Geral da República. Veja, tudo isso eu estou dizendo para dizer e perguntar a mim mesmo: será mesmo que o Presidente Lula tinha toda a tranquilidade para, no dia 8 de janeiro, estar numa inauguração em Araraquara? É a pergunta que me faço. Se fosse inauguração, evento político ou evento administrativo, eu pergunto: era possível um Presidente da República com esses antecedentes e sabendo que, no episódio ocorrido à época da Presidente Dilma, em 2013, nenhuma invasão de prédio público houve, ele estar tranquilamente, como disse numa entrevista que deu? ""Se eu tivesse noção do que fosse ocorrer, eu estaria lá, para defender o Palácio"". Nem o general indicado por ele defendeu o Palácio. Nem o general indicado por ele defendeu vidas humanas. E ele disse: ""Eu estaria lá para defender vidas humanas"". Sr. Presidente, a que ponto chegamos? Será que é possível reconhecer que não houve omissão deste Governo nos atos praticados no dia 8? E me permito concluir inclusive que pode ser uma omissão deliberada, com finalidade política! É a conclusão a que chego, diante de tudo que ouvi aqui hoje de relatos que vêm desde o dia 12, 12 de dezembro, reputados aqui pelo delegado como gravíssimos. A tentativa de explosão: gravíssima! Os artefatos encontrados no dia 25: gravíssimos! E tudo isso, levado em consideração juntamente com a informação que temos, que é verídica, de que o general teve informação dois dias antes, o general indicado pelo Presidente Lula... E eu tenho que concluir que o Presidente Lula tinha que estar, de fato, tranquilo no dia 8? Que omissão foi essa? O país tem o direito de saber. Quero saber quem invadiu, e acho que a investigação está sendo muito bem conduzida. Quero saber quem financiou, e está sendo muito bem conduzida. Mas quero saber quais são os órgãos de segurança que se omitiram, ligados ao Palácio do Planalto, e qual a intenção desta omissão.       12:24   R   A gravidade dos fatos narrados aqui hoje é inegável. São criminosos de quinta categoria tentando tirar a vida de pessoas inocentes. Sr. Presidente, como posso eu imaginar que todos esses fatos não foram considerados pelo Presidente da República no dia 8? Será mesmo que nenhum agente da Polícia Federal, ninguém ligado ao Ministério da Justiça, nenhum general de Exército, ninguém falou assim: ""Presidente Lula...""? Sr. Presidente, eu estou sendo interrompido, eu pediria que fosse recomposto o meu tempo, porque eu tenho meus dez minutos.",0
Um minuto a mais.,0
"Obrigado, Sr. Presidente. Só para registrar que a última fala não tinha relação com inquirição. Importante registrar isso.",1
Sim.,1
Sim.,1
"Obrigado, Sr. Presidente. Então, numa medida de bom senso, de equilíbrio, vou gastar um minuto e meio para fazer o contraponto e vou desenvolver quatro perguntas aos policiais, já os parabenizando pelo trabalho deles.       12:28   R   Olha, é o curioso e tragicômico caso de uma extrema direita que articula um golpe e depois busca responsabilizar um Governo eleito por ser omisso diante do golpe que ela mesma tentou fazer. Eu acho isso bizarro, porque toda a fala anterior reconheceu conexões: 12 de dezembro com 24 de dezembro e, evoluindo no espírito golpista, 8 de janeiro, ou seja, a fala anterior reconhece um contexto cronológico evolutivo de golpe. E se coloca mais peso de responsabilidade numa eventual omissão da vítima do que na incompetência do algoz. Isso é tragicômico e bizarro. A extrema direita, no mundo, é o absurdo tentando se tornar normal. Eu só queria registrar que, no dia 8 de janeiro, teve uma tragédia socioambiental em Araraquara onde o Presidente Lula, ao invés de andar de Jet Ski, diante do sofrimento do povo, foi prestar solidariedade. Curioso é o Secretário de Segurança Pública, Anderson Torres, que pela Constituição... A segurança pública do Distrito Federal é responsabilidade dessa secretaria. Enquanto Lula estava prestando solidariedade às vítimas, Anderson Torres, seis dias depois de tomar posse, estava, teoricamente, de férias nos Estados Unidos. É o curioso, tragicômico, bizarro caso da extrema direita que não consegue executar um golpe e depois tenta responsabilizar o Governo por uma eventual omissão, que eu também quero investigar porque creio que não existiu. Essa é a minha resposta: a extrema direita, globalmente, é o bizarro tentando se passar por comum e normal, tipo ""não existia vírus"", tipo ""a vacina não funciona"", tipo ""a terra é plana"", tipo ""um Governo democraticamente eleito tentou dar um autogolpe para, então, por meio de omissão, responsabilizar quem perdeu a eleição"". Bizarro, tragicômico, o absurdo tentando se tornar normal. Ridículo, só que não é amador. No mundo isso produz violência, no mundo isso produz ódio, no mundo isso produz negacionismo, no mundo isso produz desinformação, no mundo isso não é brincadeira, isso produz carro-bomba. O efeito final do bolsonarismo é um carro-bomba prestes a explodir. Se fosse só discurso já seria grave, porque eu acho bizarro. Mas não é só discurso; influencia famílias, comportamentos, manipula sentimentos religiosos e leva pessoas ao auge do fanatismo, ao mundo paralelo, dispostas a montar um carro-bomba e a explodir um aeroporto; e leva ao dia 8 de janeiro. Foi feita uma fala anterior reconhecendo a conexão do que nós estamos falando há muito tempo. É ótimo um Deputado da Oposição dizer: ""12 de dezembro tem a ver com o 24 de dezembro, que tem conexão""... Achei excelente! Quando chegou à conclusão, aí vem a estrema direita. Bizarro, tosco, mas não é amador, reconheço. Reconheço que não é amador e que não é ingênuo; tem força para manipular pessoas e produzir violência. Senhores policiais: quatro perguntas objetivamente. Parabéns pelo trabalho, parabéns pela exposição hoje!       12:32   R   Fabricantes e importadores devem marcar unitariamente os explosivos com Identificação Individual Seriada (IIS). Daí uma pergunta: se havia marcação e qual a rastreabilidade demonstrada com relação às bombas encontradas. Posso fazer as quatro? Porque são objetivas.  A segunda - eu queria saber se entendi bem -: é verdade que o Wellington, que estava com a bomba, circulou várias vezes na área do desembarque do aeroporto de Brasília? É uma pergunta porque eu não sei se eu entendi corretamente. Se foi isso, me parece que a área de desembarque era um destino provável e possível para aquele carro-bomba e de outros explosivos. Então, eu queria saber se ele circulou muito ali e se isso comprova uma tese: poderia ter sido ali na cara do aeroporto. Isso leva a uma terceira pergunta. Foi feito um estudo de raio de impacto, considerando o local onde o caminhão estava? É uma pergunta. Foi feito, em termos de hipótese... Acredito até que não, porque eu estou entendendo que V. Sas. ficam mais restritas ao fato, mas interessa à sociedade brasileira, e peço que entendam a minha pergunta. Se é verdade que circulou ali ao redor do aeroporto, me interessa um estudo de impacto, de verdade. Se não fosse o estacionamento onde o caminhão estava, se fosse onde o Wellington circulou muitas vezes, dando a entender que poderia ser ali, foi feito algum estudo de impacto do raio se o explosivo fosse no desembarque do aeroporto de Brasília? Não sei se em termos de um inquérito, mas em termos de democracia e sociedade, se era uma hipótese, me interessa saber qual seria o resultado provável e possível. E a última pergunta é sobre o arsenal armado encontrado com o George Washington, porque eu quero fazer este debate na CPMI e com a sociedade também. Ele estava dentro da legalidade em termos de porte, posse e deslocamento? De deslocamento, acredito que não, mas, em termos de porte e posse, o que estava com George Washington que era já legalizado? Por que essa pergunta? Qual é o pano de fundo dela e o fundamento? Deliberadamente, muitas vezes, o ex-Presidente, derrotado democraticamente nas urnas, Jair Bolsonaro falou que estava flexibilizando a legislação de acesso a armas para armar o povo brasileiro, porque ""povo armado não será escravizado"". Então, houve, no decorrer do Governo Bolsonaro, flexibilização, com um discurso da autoridade máxima do país dizendo que, em caso de defesa de um Governo, é para pegar em armas mesmo. É óbvio que George Washington não vem do nada. Então, a minha pergunta técnica é: o que do arsenal de George Washington estava previsto e amparado pela própria legislação que foi flexibilizada ao longo do Governo Bolsonaro? E agora eu termino.",1
"Muito obrigado, Sr. Presidente. Quero cumprimentar a mesa, os demais Parlamentares, também o delegado da Polícia Civil do Distrito Federal e os peritos da Polícia Civil do Distrito Federal, essa nobre instituição. Quero me congratular pelo trabalho realizado, pelo trabalho técnico, pela condução de demonstrar autoria e materialidade, o que se confirmou na sentença condenatória. Foram mencionados dois procedimentos aqui: um procedimento do Inquérito 148, que é dos eventos do dia 12 de dezembro; e o do Inquérito 243, de 24/12, relacionado ao artefato explosivo da bomba. A minha primeira pergunta é: em que juízo está tramitando o Inquérito 243, que é o tema da CPMI de hoje?",0
Eu acredito que seja a 8ª Vara Criminal de Brasília.,0
"Foi a 8ª Vara Criminal de Brasília. Portanto, o que eu quero demonstrar é o seguinte: o Inquérito 148, de 12/12, foi totalmente, completamente declinado ao STF, por várias razões. Houve um atentado à sede do prédio da Polícia Federal, que é um prédio da União, assim como aos prédios dos três Poderes. Há possibilidade, há indicação de um indígena. E mais ainda: os baderneiros, os vândalos que estavam causando danos ao patrimônio público podem ser infiltrados. Com toda certeza, eles estavam dissociados de toda e qualquer conduta, nesta década ou mais, das manifestações de direita - familiares, ordeiras, democráticas e pacíficas. Esse inquérito está totalmente com o STF. O inquérito, agora, dos artefatos explosivos, esteve com a Polícia Civil do Distrito Federal e tramita no Tribunal de Justiça do Distrito Federal, em primeira instância, já com condenação. Portanto, não houve declínio ao STF. Portanto, por entendimento do próprio STF, não há vinculação aos inquéritos do 8 de janeiro. Uma próxima pergunta ao senhor delegado, por favor: nas imputações de crime, no momento do flagrante e do relatório policial, houve alguma interferência, influência de um modelo de tipos penais e crimes que deveriam ser adotados pela Direção-Geral da Polícia Civil ou pelo próprio STF ou por algum tribunal superior?",0
"Perfeito. E, se houvesse uma interferência, isso seria de uma total ilegalidade contra a autonomia e a independência da autoridade policial?",0
Perfeito. Eu digo isso...,0
"Desculpe, delegado. Eu digo isso porque há notícias de que, no 8 de janeiro, todos os flagrantes foram feitos já com um modelo que expunha todos os tipos penais que deveriam ser adotados não pelas autoridades policiais que fizeram o flagrante, mas vindos de outras instâncias, da Direção-Geral ou do STF. Há essas notícias. E nós queremos perquirir nesta CPMI. Quais foram os crimes pelos quais os presos dessa gravidade de crimes, atentados à bomba, quais foram os crimes em que eles foram condenados?",0
"O que a gente tem notícia é do 251, de explosão; do 250, de incêndio; e ainda do Estatuto do Desarmamento, da Lei de Armas, art. 16. Isso, pessoas que estavam com atentado à bomba, com artefato explosivo, com a tentativa de um crime de homicídio de diversas pessoas.       12:44   R   Agora eu vou citar o rol. Foram três tipos penais de condenação desses delinquentes dos explosivos de bomba. Agora eu vou citar o rol de crimes que foram imputados no 8 de janeiro. A pessoas idosas, pessoas com enfermidade, pessoas que estavam com crianças, pessoas que nem chegaram perto dos prédios públicos, a elas foi imputada uma dezena de crimes: art. 62, art. 163, art. 286, art. 288, art. 359-L, art. 359-M e quatro artigos da Lei de Terrorismo. Há uma completa discrepância e arbitrariedade no que aconteceu no 8 de janeiro. A sentença de primeiro grau que resultou da investigação de excelência dos senhores não os colocou - esses artefatos explosivos - nos crimes de terrorismo, porque não se adéqua à Lei de Terrorismo pátria, muito menos o 8 de janeiro. Então, senhores o que eu prezo e rogo é que o trabalho de excelência que os senhores fizeram seja confirmado nas diversas instâncias, demonstrando a materialidade, a autoria, e que não venha qualquer eventualidade de uma anulação, descondenando esses criminosos. Que sejam preservados o conjunto probatório, a legalidade e a segurança jurídica. Muito obrigado.",0
"Sr. Presidente, nas fases do processo penal, a primeira fase é o inquérito policial, justamente conduzido, neste caso, pela Polícia Civil, pelo Delegado Leonardo e pelos peritos. E, no inquérito policial, há alguns objetivos, especialmente definir as circunstâncias e os motivos do crime. Isso é necessário, até porque, no momento da fixação da pena, que está lá no art. 59 do Código Penal, o juiz tem que levar em consideração os motivos do crime. As circunstâncias foram faladas aqui exaustivamente. Era uma bomba colocada em um caminhão de combustível próximo do aeroporto na véspera do Natal. As circunstâncias dos fatos estão aí, mas, ao meu modo de ver, nós passamos muito rapidamente, até porque a exposição era de apenas 15 minutos, nos motivos que levaram a essas circunstâncias. E é justamente aí que serão minhas perguntas nesse primeiro momento para o nosso Delegado Leonardo de Castro. O George Washington é do Pará, e ele veio para Brasília, e consta no inquérito, e consta na sentença. V. Exa. pode afirmar o que o motivou a sair do Pará para Brasília?",1
"Perfeito. Eu vou até citar trecho do depoimento dele: ""A minha ida até Brasília tinha como propósito participar dos protestos que ocorriam em frente ao QG [...] e aguardar o acionamento das Forças Armadas para pegar em armas e derrubar o comunismo"", fecho aspas. Mas anteriormente ele tinha um arsenal de armas, e no inquérito também ele diz qual é o motivo de ele ter tantas armas. V. Exa. consegue se lembrar do motivo que ele disse para ter tantas armas? Senão, eu posso inverter, eu posso ler e V. Exa. confirma a veracidade.       12:48   R    E ele diz: ""O que me motivou a adquirir as armas foram as palavras do Presidente Bolsonaro, que sempre enfatizava a importância do armamento civil, dizendo o seguinte, um povo armado jamais será escravizado"". V. Exa. confirma?",1
"Pra dar prosseguimento, Sr. Presidente, a gente, então, já sabe os motivos do George Washington. E eu prefiro perguntar a V. Exa., que é testemunha, que é investigador, do que perguntar daqui a pouco pro investigado, que pode inclusive mentir, pode omitir, pode ficar em silêncio. V. Exa. vem pra ajudar a investigação. Então, a gente já sabe por que o George Washington tinha tanta arma, a gente já sabe por que ele veio pra Brasília. E aí ele prossegue, e aí eu peço pra V. Exa. confirmar depois: ""Porém, ultrapassado quase um mês que ele já estava em Brasília, nada aconteceu. E, então, eu resolvi elaborar um plano com os manifestantes do QG do Exército para provocar a intervenção das Forças Armadas e a decretação do estado de sítio para impedir a instauração do comunismo no Brasil"".",1
"Senhores, aqui fica claro o que o motivou a colocar uma bomba no Aeroporto de Brasília. O desejo era ter um caos social, um caos político, para ter a intervenção das Forças Armadas, para ter a decretação do estado de sítio para impedir a instauração do comunismo. Como o plano dele foi fracassado, ele deve pensar que o comunismo foi implantado e que o que nós estamos vivendo hoje é esse regime, ao custo de dezenas, centenas de vidas. Afinal de contas, uma bomba num caminhão de combustível? E por que foi escolhido um caminhão de combustível? Porque o George Washington é diretor de posto de combustível. Ele sabe o grau de explosividade, ele sabe o quanto é inflamável, colocando no aeroporto, na véspera de Natal, um período que é muito movimentado no Aeroporto de Brasília, pelas características da capital federal. Mas isso não é suficiente e eu quero avançar um pouco mais. V. Exa. confirma que encontrou uma carta no celular do Sr. George Washington, escrita nos rascunhos, destinada ao ex-Presidente Jair Bolsonaro? Confirma?",1
"Então, passemos a essa carta, já que o inquérito não é mais sigiloso. E a carta, senhoras e senhores, eu pediria pra V. Exa. confirmar, se esses trechos estão na carta ou não. ""Nós temos que nos defender e, em quase todos os seus pronunciamentos o senhor falou, Presidente, o povo armado jamais será escravizado. Só saio daqui com a minha família em pé com a vitória. Não me tire essa honra, senhor"". E aí ele prossegue, George Washington: ""Eu estou preparado, pronto para cumprir as minhas funções da melhor forma possível"". Aquelas circunstâncias que eu falei há pouco, bomba, aeroporto, véspera de Natal, caminhão de combustível, ele diz: ""Estou pronto para cumprir minhas funções da melhor forma possível. Eu estou focado apenas no essencial, alheio a todo o resto, só vou tomar decisões pragmáticas. Senhor Presidente, não me tire essa honra de servir e defender a nossa pátria amada. Senhor Presidente, prometo e me comprometo ao sigilo absoluto dessas palavras escritas"". Isso constava na carta que foi apreendida no celular do George Washington?",1
"... e a Polícia Civil do Distrito Federal atuou diligentemente. E fico ainda mais feliz que foi a Polícia Civil que fez isso para que não haja nenhum tipo de suspeição ou interferência, e ainda mais satisfeito de que V. Exa. confirma os motivos do crime, que foi justamente uma orquestração de cunho político que tinha o interesse de impedir a posse do Presidente Lula no dia 1º de janeiro de 2023. Agradeço a presença dos senhores por ajudar tanto na investigação.",1
Volta que horas?,0
"Obrigado, Sr. Presidente. Quero pedir só para que todos aqui presentes prestassem atenção...",0
"É apenas, me permitindo o Deputado André, que a temperatura está bem fria. Para a gente que está com terno, está fria; e, para as mulheres que, às vezes, estão com a roupa um pouco mais leve, sofrem um pouco... Se puder...",0
"Obrigado, Sr. Presidente. Se puder colocar já 11 minutos... É que eu fui interrompido aqui, aí tenho um minuto...",0
"Ah, não? Está bom. Sr. Presidente, em primeiro lugar, quero parabenizar aqui... Sr. Presidente, com essa zoada, esse barulho, fica difícil até de concentrar! (Soa a campainha.)",0
"São 12 minutos agora. Sr. Presidente, em primeiro lugar, eu quero parabenizar aqui o trabalho do Delegado, dos policiais que aqui estão presentes, Sr. Valdir Pires Dantas Filho, Renato Martins Carrijo e Dr. Leonardo de Castro, parabenizar pelo trabalho em, com certeza, evitar uma tragédia, uma tragédia que poderia acontecer naquele fatídico dia 24 de dezembro. De antemão, deixamos claro que para nós... Eu, de direita, conservador, que sou, fui eleitor de Jair Bolsonaro, sempre concordei e concordo que alguém que tem uma atitude dessas não passa de um bandido, e bandido merece ser preso. Então, parabenizo por essa atuação. Eu tenho aqui algumas perguntas pertinentes a esses fatos. Dr. Leonardo de Castro, aqui, hoje, foi falado sobre três inquéritos. Eu queria que o senhor me confirmasse: o inquérito do dia 12 de dezembro, outro inquérito do dia 24 de dezembro e um terceiro inquérito que foi aberto este ano para investigar ligações de George Washington com outras pessoas, que, inclusive, está sigiloso. O senhor confirma isso?",0
"Nas investigações, os senhores conseguiram encontrar as informações da data da compra do armamento do Sr. George Washington?",0
"Tudo bem. As informações que temos é que foram há pelo menos um ano, o que nos mostra que não foram adquiridas posteriormente aos resultados das urnas eletrônicas, posteriormente às eleições de 2022. Sr. Presidente, eu tenho umas perguntas aqui para fazer, inclusive gostaria até que o Deputado Abilio Brunini também prestasse atenção. Doutor, aqui há pouco falou o Deputado Rubens, fazendo algumas perguntas, como por exemplo: ""Consta que George Washington falou que fez a compra do armamento porque Jair Bolsonaro disse que o povo armado jamais será escravizado"", e o senhor respondeu: ""Consta nos autos"". Esse ""consta nos autos"" é o depoimento do flagrante dele, do dia 24?",0
"Certo. Então esse foi o depoimento do próprio George Washington do dia 24 de dezembro, correto?",0
"O.k. Foi falado aqui que, dentro das investigações, foi encontrado o rascunho de uma carta que seria direcionada ao então Presidente Jair Bolsonaro. O senhor confirma isso?",0
"O senhor confirma que esse tal rascunho chegou a ser, de fato, redigido como uma carta e foi, de fato, enviado a Jair Bolsonaro?",0
"Não foi enviado. Então também não confirma o recebimento de Jair Bolsonaro, já que não foi enviado?",0
"O.k. Passados 30 dias, então, sobre esse suposto rascunho, então nada aconteceu, Jair Bolsonaro não tomou conhecimento, não fez nada, ou seja, totalmente contrário ao que o George Washington queria. Agora há pouco, o senhor também falou aqui, e aí eu abro aspas... Aliás, quando a Relatora fez algumas perguntas pertinentes a algo anterior à data da bomba, o senhor respondeu: ""Não está relacionado aos fatos que nós investigamos, nós fomos acionados para investigar um fato e provar a autoria"". Em seguida, concluiu que os demais fatos estão sendo investigados em outras instâncias e que não tinha atribuição para investigar esses outros fatos, correto?",0
"Baseado na informação de que as investigações de V. Sa. foram para investigar o fato e autoria, e que também concorda que o que o depoente falou não pode ser levado como verdade absoluta... Agora há pouco também passou um vídeo em que o senhor fala que nos resta ter um clima de paz e defesa da democracia. Algo o levou a achar que aquilo foi um atentado à democracia?",0
"Não, é porque foi acordado que a gente poderia inquirir dessa maneira, certo, Presidente? Então, o vídeo é referente aos atos do dia 8?",0
Tudo bem.,0
"Tá, o.k. A Polícia Civil então... O senhor fez um elo entre os três casos, 12 de dezembro, 24 de dezembro e 8 de janeiro, correto?",0
"O senhor falou, agora há pouco, que a Polícia Civil identificou 28 envolvidos e individualizou as condutas de 11. Correto?",0
"Sim? O senhor confirma que, por ordem do STF, o inquérito foi interrompido e remetido para a Polícia Federal?",0
"Sim. O senhor tem conhecimento de que alguém foi preso, relacionado ao dia 12 de dezembro?",0
"Existe alguma relação, alguma relação comprovada, nessas investigações, entre George Washington e Jair Bolsonaro?",0
"Não? O.K. É interessante, né? Porque isso o público precisa saber. George Washington estava preso no dia 8 de janeiro?",0
"Não, nenhuma outra relação.",0
"Não. Perfeito. Assim como consta nos autos, também, o depoimento de flagrante dele, do dia 24, tivemos acesso à audiência de custódia dele do dia 25. Consta nos autos também essa audiência?",0
Da ação penal. O senhor teve acesso?,0
"O senhor teve... O senhor sabe informar se... A informação que o George Washington fala de que estava sendo interrogado, de que no depoimento de flagrante dele tinha um delegado da Polícia Civil e que, no meio do depoimento, houve uma troca por um delegado da Polícia Federal?",0
Mas sabe afirmar se isso não aconteceu?,0
"Na audiência, ele fala que pediu para o delegado, que estava em um clima de paz com o delegado da Polícia Civil, e entrou o delegado da Polícia Federal. Ele pediu para retirar o termo ""Jair Bolsonaro"" do depoimento dele, e o delegado não retirou. Isso consta nos autos?",0
Acredita que sim.,0
"Então, é um depoimento dele, assim como os depoimentos em que, agora há pouco, o Rubens falou, era apenas uma fala do George Washington?",0
"Sim. Perfeito. Então, consta nos autos, também, que o delegado... Quando ele pediu para ler, o delegado não permitiu, gritou, e fez com que ele assinasse.",0
Consta nos autos a audiência de custódia?,0
"... das palavras e das frases que Rubens, agora há pouco, acabou de falar sobre ""o povo armado jamais será escravizado"", que foram faladas pelo mesmo depoente.",0
"Perfeito, então. Sinto-me contemplado, Presidente. Obrigado.",0
"Presidente, só pra constar que, a Relatora, era muito importante que estivesse aqui presente para ouvir isso.",0
Obrigado.,0
V. Sas. têm o entendimento de que o ato do dia 24 mais se assemelha a uma ação isolada praticada por alguns extremistas aloprados?,0
V. Sa. tem alguma evidência de que o artefato explosivo foi fabricado no acampamento localizado no QG do Exército?,0
Não foi?,0
Sim. Eu até pediria...,0
"Naquele momento em que você diz que estava próximo ao QG, porque o Sudoeste, o apartamento que foi citado, a quadra 5 é muito próxima do... É só atravessar o eixo, ali. Exatamente quando vocês identificaram a localização foi do lado do Sudoeste ou foi do lado do QG?",0
"Mas, na prática, a montagem do artefato não foi exatamente no QG?",0
Entendi.,0
"Obrigado. No dia 19 de dezembro de 2022, a própria Procuradoria Regional dos Direitos do Cidadão, em razão dos atos do dia 12, recomendou à Superintendência da Polícia Federal, aqui no Distrito Federal, ao Comando Militar do Planalto, à Secretaria de Segurança Pública do Distrito Federal e à Polícia Militar do Distrito Federal, adoção de providências, para ""planejar conjuntamente a atuação mais adequada em face das manifestações políticas que ocorreram no acampamento instalado (...) no QG do Exército e adjacências"". Veja que ""(...) as medidas de disciplinamento que se mostrem necessárias para prevenir ou combater atos criminosos eventualmente flagrados naquele local, principalmente, o porte ilegal de armamentos, de explosivos e de outros artefatos (...)"". Eu estou com a cópia aqui das respostas encaminhadas, entre os dias 21 e 23 de dezembro de 2022. Em nenhuma delas, constou qualquer menção acerca da existência de artefatos explosivos no acampamento. Inclusive, em uma segunda manifestação da Superintendência da Polícia Federal, foi informado que, no bojo do IPL 2022 091308, cujo objetivo era a apuração de tentativa de invasão de prédios da Polícia Federal no dia 12, houve, como ação de viés preventivo, representar diligência de busca e apreensão, nas barracas do agrupamento. Por fim, no depoimento aqui da Câmara Legislativa, o General Gustavo Dutra fala várias coisas aqui. Diz, inclusive: ""Eu citei mais cedo que houve uma tentativa de mandado de prisão de pessoa que está presa, hoje, pela tentativa de atentado no aeroporto de Brasília. Essa pessoa foi presa em um apartamento, no Sudoeste, usando tornozeleira eletrônica e com arsenal bélico, junto com ela, muito superior ao que teria usado na tentativa"". Eu pergunto aqui se, no entendimento de V. Sas., o acampamento situado no QG serviu de apoio para prática de atos terroristas. Todas as forças de segurança - Polícia Federal, PM, Polícia Civil, Comando Militar do Planalto, Secretaria de Segurança Pública - falharam ao não detectar tais atos ou essa tentativa de explosão foi um ato isolado praticado por um grupo de aloprados e dissociado das manifestações que ocorreram no acampamento? V. Sas. sabem, como disse aqui, na prática, são alguns aloprados que foram encontrados, de uma forma isolada. Até há pouco, o nosso Deputado disse que esse armamento todo já tinha mais de um ano de aquisição. Mas eu só queria a confirmação, se, no entendimento, se esse grupo... Vou, daqui a pouco, até fortalecer, já posso até fazer, para o Delegado Leonardo, porque, na CPI da Câmara, também houve uma... O próprio Delegado Leonardo afirmou que os investigados, de alguma forma, frequentaram o espaço do QG, mas que não há indícios, até o momento, de um planejamento prévio dos atos. Quanto ao planejamento do dia 12, o que se apurou, até o momento, não havia um planejamento prévio. O que ficou comprovado, na investigação, é que as pessoas que participaram daquele movimento que acabou combinando os atos de vandalismo eram pessoas que, de alguma forma, frequentavam o movimento que está instalado no QG.       14:40   R   Na CPI da Câmara Legislativa, vários depoimentos foram colocados de que havia dois grupos distintos de pessoas envolvidas nas manifestações, inclusive que teriam se hospedado na rede hoteleira de Brasília... Seriam responsáveis por orquestrar os atos de vandalismo. E tudo indica que financiaram a permanência de alguns dos seus membros no acampamento; ou seja, quem financiava ficava no hotel e quem era pago ficava nos acampamentos. Eu até pergunto aqui: as investigações conseguiram identificar os membros desse grupo que teria se hospedado nos hotéis de Brasília? As investigações conseguiram identificar como esse grupo que ficava hospedado nos hotéis de Brasília financiava a permanência de alguns dos seus membros do acampamento em frente ao QG? Chegaram a identificar esse pessoal que ficou no hotel ou não?",0
"Vários que estavam hospedados desapareceram, inclusive ele. As investigações conseguiram identificar os membros desse grupo que ficou hospedado nos hotéis?",0
"Já vou perguntar logo por causa do meu tempo. As investigações conseguiram identificar se os membros desse grupo que ficou hospedado nos hotéis de Brasília foram recrutados por alguém? E se as investigações conseguiram identificar como esse grupo que ficou hospedado nos hotéis de Brasília se locomovia na cidade, porque, de fato, muitas pessoas desapareceram, não foram identificadas. Eu não sei se, posteriormente, V. Sa. disse que não, na Polícia Civil, mas a Polícia Federal ficou de fazer esse levantamento.",0
"Obrigado, Presidente.",0
